customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_bucket,services_count,monthly_to_total_ratio,internet_no_techsupport,CLV,CLV_quartile,Churn_encoded
9795-NREXC,0,0,1,0,64,1,2,0,2,0,2,2,2,2,2,1,1,85.0,5484.4,No,2,6,0.015498504850120342,0,5440.0,Premium,0
4182-BGSIQ,0,0,1,1,10,1,0,2,1,1,1,1,1,1,0,1,0,19.8,196.75,No,3,1,0.10063532401524777,0,475.20000000000005,Low,0
3800-LYTRK,0,0,0,0,14,1,0,0,2,0,0,2,0,0,1,0,3,55.7,795.15,No,1,3,0.0700496761617305,0,1336.8000000000002,Medium,0
0674-DGMAQ,1,1,1,0,32,1,2,1,0,2,2,0,0,2,0,1,2,93.5,2970.8,No,2,4,0.03147300390467214,1,2992.0,High,0
9581-GVBXT,1,0,1,1,59,0,1,0,2,0,2,0,0,0,1,0,3,34.8,1980.3,No,2,2,0.017573094985608242,1,2053.2,High,0
2956-GGUCQ,1,1,1,0,24,1,2,1,2,0,0,0,0,0,0,1,2,78.85,1772.25,Yes,2,2,0.0444914656510086,1,1892.3999999999999,Medium,1
3078-ZKNTS,0,0,1,1,13,1,0,2,1,1,1,1,1,1,2,1,0,19.75,246.7,No,1,1,0.0800567490879611,0,474.0,Low,0
3227-WLKLI,0,0,1,1,65,1,2,0,2,2,2,2,2,2,2,0,0,91.55,5963.95,No,2,7,0.015350564642560719,0,5950.75,Premium,0
4283-IVYCI,1,0,0,0,9,1,0,0,2,0,0,2,0,2,0,0,3,64.95,547.8,No,3,4,0.11856516976998906,0,1558.8000000000002,Medium,0
5916-QEWPT,0,0,1,0,2,1,0,0,0,0,2,0,2,2,0,0,1,69.0,147.8,No,0,4,0.46684709066305813,1,1656.0,Medium,0
5906-DVAPM,0,0,1,1,55,1,2,0,2,2,0,2,2,0,1,1,1,75.0,4213.9,No,2,5,0.017798239160872354,0,4125.0,Premium,0
7000-WCEVQ,0,1,0,0,20,1,2,0,0,0,0,0,0,2,0,1,3,61.6,1174.35,Yes,1,2,0.052454549325158605,1,1478.4,Medium,1
6510-UPNKS,0,0,0,0,23,1,2,2,1,1,1,1,1,1,1,0,1,24.8,615.35,No,1,1,0.04030226700251889,0,595.2,Low,0
8999-EXMNO,0,0,1,1,19,1,0,2,1,1,1,1,1,1,2,0,3,20.15,387.7,No,1,1,0.051973175135413975,0,483.59999999999997,Low,0
6997-UVGOX,1,0,1,1,71,1,0,0,2,2,2,2,2,2,2,0,0,85.45,6029.9,No,2,7,0.014171047612729897,0,6066.95,Premium,0
6198-RTPMF,0,0,1,0,17,1,2,1,0,0,0,0,2,2,0,0,2,92.6,1579.7,No,1,3,0.058618725074381206,1,2222.3999999999996,High,0
9135-MGVPY,1,0,1,0,69,1,0,0,2,2,2,2,2,2,2,1,3,84.7,5878.9,No,2,7,0.014407457177363114,0,5844.3,Premium,0
9553-DLCLU,0,0,0,1,13,1,2,0,2,2,2,2,2,2,2,0,1,88.95,1161.75,No,1,7,0.07656552614590058,0,2134.8,High,0
0013-SMEOE,0,1,1,0,71,1,0,1,2,2,2,2,2,2,2,1,0,109.7,7904.25,No,2,7,0.013878609608754785,0,7788.7,Premium,0
4933-IKULF,0,1,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,20.65,330.6,No,1,1,0.06246218995765274,0,495.59999999999997,Low,0
7929-SKFGK,1,0,1,0,70,1,2,1,2,2,2,2,2,2,2,0,1,114.3,8244.3,No,2,7,0.013864124304064628,0,8001.0,Premium,0
4391-RESHN,1,0,0,0,23,1,2,1,0,0,2,2,2,2,0,1,3,104.05,2470.1,Yes,1,5,0.042123800655843896,0,2497.2,High,1
1028-FFNJK,1,1,1,0,30,1,2,1,0,0,0,2,2,2,0,1,2,101.5,2917.65,No,2,4,0.03478827138279094,0,3045.0,High,0
2883-ILGWO,1,1,0,0,57,1,2,1,0,2,0,2,2,2,0,1,0,104.9,5913.95,No,2,5,0.01773772182720517,0,5979.3,Premium,0
0106-GHRQR,1,0,0,0,16,1,2,0,0,2,2,0,0,2,0,1,0,71.4,1212.1,No,1,4,0.058906030855539984,1,1713.6000000000001,Medium,0
3647-GMGDH,1,0,1,0,22,1,0,1,0,0,2,0,2,2,0,1,1,94.7,1914.9,Yes,1,4,0.049454279596845785,1,2272.8,High,1
7233-DRTRF,1,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,102.4,6444.05,No,2,5,0.015890627788424982,1,6451.200000000001,Premium,0
8654-DHAOW,0,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,3,54.15,101.65,No,0,2,0.5327102803738317,1,1299.6,Medium,0
2799-ARNLO,0,1,1,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.35,341.6,No,0,1,0.20301522248243556,1,1664.3999999999999,Medium,0
9501-UKKNL,1,0,0,0,59,0,1,0,0,0,0,2,2,2,0,1,2,51.7,3005.8,No,2,3,0.01720007984563178,0,3050.3,High,0
2384-OVPSA,0,1,0,0,38,1,0,2,1,1,1,1,1,1,2,0,3,20.2,735.9,No,2,1,0.027449381709471397,0,767.6,Low,0
7341-LXCAF,1,0,1,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.65,301.4,Yes,0,1,0.2476775049767751,1,1791.6000000000001,Medium,1
7009-LGECI,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,1,0,50.55,235.65,No,0,2,0.21451304901336726,1,1213.1999999999998,Medium,0
6734-GMPVK,1,0,0,0,5,1,2,1,0,2,2,0,2,2,0,0,2,105.3,550.6,No,0,5,0.19124591354885578,1,2527.2,High,0
2873-ZLIWT,0,0,1,1,40,1,2,1,0,0,2,2,0,0,0,1,2,84.85,3303.05,Yes,2,3,0.02568837892251101,0,3394.0,High,1
3892-NXAZG,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,114.05,8289.2,No,2,7,0.013758866959417072,0,8211.6,Premium,0
6295-OSINB,1,0,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,109.65,7880.25,No,2,6,0.01391453316836395,1,7894.8,Premium,0
4702-IOQDC,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.1,70.1,Yes,0,1,1.0,1,1682.3999999999999,Medium,1
3557-HTYWR,0,0,0,0,47,1,2,0,2,2,0,2,0,2,2,0,3,74.05,3496.3,No,2,5,0.021179532648800157,0,3480.35,High,0
6797-UCJHZ,0,1,1,0,66,1,2,1,0,2,2,0,2,2,1,0,1,104.6,6819.45,No,2,5,0.0153384803759834,1,6903.599999999999,Premium,0
7634-HLQJR,0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,1,20.05,1016.7,No,2,1,0.01972066489623291,0,942.35,Low,0
7088-FBAWU,0,0,1,1,17,1,0,0,2,2,0,0,2,2,0,0,3,74.55,1215.8,No,1,5,0.06131765092942918,1,1789.1999999999998,Medium,0
5010-IPEAQ,0,0,1,1,67,0,1,0,2,2,2,2,2,0,2,0,1,54.2,3623.95,No,2,5,0.014956056236978989,0,3631.4,High,0
9058-CBREO,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,50.55,50.55,Yes,0,1,1.0,1,1213.1999999999998,Medium,1
6464-KEXXH,1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,1,25.25,186.3,No,3,0,0.13553408480944712,1,606.0,Low,0
8263-OKETD,0,0,0,0,20,1,2,0,0,2,0,2,0,2,0,1,1,68.9,1370.35,No,1,4,0.05027912577078849,0,1653.6000000000001,Medium,0
7908-QCBCA,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,69.4,69.4,Yes,0,1,1.0,1,1665.6000000000001,Medium,1
4817-KEQSP,0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,19.85,1326.35,No,2,1,0.014965883816488862,0,1409.3500000000001,Medium,0
4676-WLUHT,1,0,0,0,54,0,1,0,2,2,0,0,0,2,2,0,0,46.2,2431.95,No,2,3,0.018997101091716526,1,2494.8,High,0
5504-WSIUR,0,0,0,0,70,1,2,1,0,2,2,2,0,0,1,1,0,90.25,6385.95,No,2,4,0.01413258794697735,0,6317.5,Premium,0
5519-NPHVG,0,0,0,0,12,1,2,1,0,0,0,0,2,2,0,1,2,94.2,1046.1,Yes,1,3,0.09004875250932035,1,2260.8,High,1
3551-HUAZH,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.4,74.4,Yes,0,1,1.0,1,1785.6000000000001,Medium,1
1921-KYSAY,0,0,0,0,41,1,2,0,0,0,2,2,0,2,1,1,2,68.6,2877.05,No,2,4,0.023843867850749895,0,2812.6,High,0
5296-PSYVW,0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,2,24.55,1750.7,No,2,1,0.01402296224367396,0,1767.6000000000001,Medium,0
2962-XPMCQ,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,45.15,98.5,Yes,0,1,0.4583756345177665,1,1083.6,Low,1
1845-CSBRZ,0,1,1,1,22,1,2,1,0,0,0,0,2,0,0,0,0,85.35,1961.6,No,1,2,0.043510399673735725,1,2048.3999999999996,High,0
6463-MVYRY,0,1,0,0,57,1,0,0,2,0,2,2,2,0,2,0,0,69.85,4003.0,No,2,5,0.017449412940294777,0,3981.45,Premium,0
0455-ENTCR,1,0,1,0,66,1,2,0,2,2,0,2,2,2,2,0,2,85.25,5538.35,No,2,6,0.015392671102404144,0,5626.5,Premium,0
8148-BPLZQ,1,0,0,0,34,1,0,0,0,2,0,0,0,0,0,1,2,49.8,1734.2,No,2,2,0.0287164110252566,1,1693.1999999999998,Medium,0
0723-VSOBE,0,1,0,0,45,0,1,0,0,0,0,0,0,2,1,0,2,34.2,1596.6,No,2,1,0.021420518602029315,1,1539.0000000000002,Medium,0
8232-CTLKO,0,0,1,1,66,1,0,0,2,0,0,0,2,0,2,1,2,59.75,3996.8,No,2,3,0.014949459567654123,1,3943.5,Premium,0
9891-NQDBD,0,0,1,0,28,1,2,2,1,1,1,1,1,1,1,0,3,25.55,672.2,No,2,1,0.038009520975900025,0,715.4,Low,0
5193-QLVZB,1,0,0,0,63,1,2,1,0,2,2,0,2,2,2,1,0,104.75,6536.5,No,2,5,0.016025395854050332,1,6599.25,Premium,0
0750-EBAIU,1,0,0,0,52,1,0,1,2,0,2,0,2,0,1,0,2,91.25,4738.3,No,2,4,0.01925796171622734,1,4745.0,Premium,0
0426-TIRNE,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.9,20.9,Yes,0,1,1.0,0,501.59999999999997,Low,1
8561-NMTBD,0,0,1,1,67,1,2,1,0,2,2,2,2,2,1,1,1,112.35,7388.45,No,2,6,0.015206166381311371,0,7527.45,Premium,0
5542-DHSXL,0,0,1,0,4,1,0,0,2,2,0,0,0,0,0,0,3,54.7,235.05,No,0,3,0.23271644330993405,1,1312.8000000000002,Medium,0
6575-SUVOI,0,1,1,0,25,1,2,0,2,0,0,2,2,0,0,1,1,69.5,1752.65,No,2,4,0.03965423786837075,0,1737.5,Medium,0
9546-CQJSU,0,0,0,0,2,1,2,1,0,0,2,0,2,0,0,1,2,91.4,193.6,Yes,0,3,0.472107438016529,1,2193.6000000000004,High,1
4367-NUYAO,1,0,1,1,0,1,2,2,1,1,1,1,1,1,2,0,3,25.75,0.0,No,0,1,25.75,0,618.0,Low,0
8695-WDYEA,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,51.25,51.25,No,0,2,1.0,1,1230.0,Medium,0
8740-CRYFY,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,78.95,78.95,Yes,0,2,1.0,1,1894.8000000000002,Medium,1
9531-NSBMR,0,0,0,0,36,1,0,2,1,1,1,1,1,1,1,1,0,19.25,679.8,No,2,1,0.028317152103559874,0,693.0,Low,0
0343-QLUZP,1,0,0,0,60,0,1,0,2,2,2,0,0,0,2,0,0,39.6,2424.5,No,2,3,0.016333264590637244,1,2376.0,High,0
7025-WCBNE,1,1,0,0,47,1,2,0,0,2,0,2,0,0,2,0,0,59.6,2754.0,No,2,3,0.021641249092229486,0,2801.2000000000003,High,0
4683-WYDOU,1,0,1,0,62,1,2,1,0,0,2,2,2,2,2,1,0,107.6,6912.7,No,2,5,0.01556555325704862,0,6671.2,Premium,0
3528-HFRIQ,1,1,1,0,71,0,1,0,0,2,2,0,2,2,0,1,0,52.3,3765.05,No,2,4,0.01389091778329637,1,3713.2999999999997,High,0
2739-CACDQ,0,1,0,0,17,1,2,1,0,0,2,0,0,0,0,1,1,82.65,1470.05,No,1,2,0.05622257746335159,1,1983.6000000000001,High,0
0661-XEYAN,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.8,25.8,Yes,0,0,1.0,1,619.2,Low,1
2363-BJLSL,1,0,0,0,62,1,0,0,0,2,2,2,2,2,0,1,0,80.4,4981.15,No,2,6,0.0161408510083013,0,4984.8,Premium,0
0529-ONKER,1,1,0,0,15,1,2,1,0,0,0,0,0,0,0,0,2,75.65,1146.65,Yes,1,1,0.06597479614529281,1,1815.6000000000001,Medium,1
7298-IZWLY,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.4,19.4,No,0,1,1.0,0,465.59999999999997,Low,0
1955-IBMMB,1,0,0,0,59,1,0,2,1,1,1,1,1,1,2,1,0,20.2,1192.3,No,2,1,0.016942044787385726,0,1191.8,Low,0
7541-YLXCL,1,0,0,0,36,1,0,0,0,2,0,2,0,2,1,1,3,65.4,2498.4,Yes,2,4,0.02617675312199808,0,2354.4,High,1
7446-SFAOA,0,0,1,0,37,1,0,2,1,1,1,1,1,1,1,1,0,19.85,717.5,No,2,1,0.027665505226480838,0,734.45,Low,0
9496-IVVRP,0,0,1,1,11,1,0,0,2,0,0,0,0,0,0,0,0,51.0,581.7,No,3,2,0.08767405879319236,1,1224.0,Medium,0
2371-JUNGC,1,0,0,0,11,1,0,2,1,1,1,1,1,1,0,0,3,20.25,208.0,No,3,1,0.09735576923076923,0,486.0,Low,0
9831-BPFRI,0,0,1,1,39,1,2,1,0,2,2,2,0,0,1,1,2,89.55,3474.45,Yes,2,4,0.02577386348918534,0,3492.45,High,1
3190-FZATL,1,0,0,1,14,1,0,2,1,1,1,1,1,1,0,0,3,19.95,268.4,No,1,1,0.07432935916542474,0,478.79999999999995,Low,0
0378-XSZPU,1,0,1,0,58,1,0,0,2,2,2,0,0,0,1,0,1,60.3,3563.8,Yes,2,4,0.016920141422077557,1,3497.3999999999996,High,1
1984-GPTEH,0,0,0,0,29,1,2,2,1,1,1,1,1,1,0,0,2,25.15,702.0,No,2,1,0.035826210826210826,0,729.3499999999999,Low,0
6416-JNVRK,0,0,0,0,46,1,0,0,0,0,0,0,0,2,1,0,1,55.65,2688.85,No,2,2,0.02069658032244268,1,2559.9,High,0
3577-AMVUX,1,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,3,55.05,55.05,No,0,3,1.0,0,1321.1999999999998,Medium,0
4636-OLWOE,1,0,0,1,54,1,0,0,0,2,2,2,0,0,1,1,2,61.0,3283.05,No,2,4,0.01858028357777067,0,3294.0,High,0
5562-YJQGT,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,1,20.35,35.1,No,0,1,0.5797720797720798,0,488.40000000000003,Low,0
7305-ZWMAJ,1,0,1,0,30,1,0,2,1,1,1,1,1,1,1,0,1,20.7,587.1,No,2,1,0.03525804803270311,0,621.0,Low,0
2927-QRRQV,1,0,1,0,46,1,2,1,0,2,2,0,2,0,1,1,2,94.65,4312.5,No,2,4,0.021947826086956522,1,4353.900000000001,Premium,0
0689-NKYLF,1,0,0,0,13,1,0,1,0,0,2,0,2,0,0,1,2,83.2,1060.6,Yes,1,3,0.07844616254950029,1,1996.8000000000002,High,1
8372-JUXUI,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,1,2,74.35,74.35,Yes,0,1,1.0,1,1784.3999999999999,Medium,1
6771-XWBDM,0,0,1,0,57,1,2,1,0,2,2,0,2,2,0,1,1,104.5,5921.35,Yes,2,5,0.01764800256698219,1,5956.5,Premium,1
0578-SKVMF,0,0,1,1,22,1,0,1,0,2,0,0,0,2,0,0,2,83.3,1845.9,Yes,1,3,0.04512703830109973,1,1999.1999999999998,High,1
3658-QQJYD,1,0,0,0,62,1,0,0,2,2,0,0,2,2,1,1,1,74.3,4698.05,No,2,5,0.015815072210810868,1,4606.599999999999,Premium,0
9796-BPKIW,1,1,0,0,8,1,0,1,0,0,0,0,0,0,0,1,1,69.95,562.7,No,3,1,0.1243113559623245,1,1678.8000000000002,Medium,0
8807-ARQET,0,0,0,0,41,0,1,0,0,2,0,0,0,2,0,1,2,40.35,1677.85,No,2,2,0.024048633668087138,1,1654.3500000000001,Medium,0
1972-XMUWV,0,0,1,0,65,1,0,0,0,0,0,2,2,0,2,1,1,59.8,3808.2,No,2,3,0.015702956777480175,0,3887.0,Premium,0
7869-ZYDST,1,0,1,0,31,1,2,0,0,0,0,0,2,0,0,1,1,59.05,1882.8,No,2,2,0.03136286381984279,1,1830.55,Medium,0
0843-WTBXE,1,0,0,0,53,1,2,1,0,0,0,0,2,0,0,0,0,85.45,4517.25,Yes,2,2,0.01891637611378604,1,4528.85,Premium,1
7162-WPHPM,1,0,1,1,58,1,2,0,2,2,2,2,0,0,2,0,1,71.6,4230.25,No,2,5,0.016925713610306717,0,4152.799999999999,Premium,0
9885-AIBVB,1,0,1,0,29,1,2,1,0,2,2,0,0,0,0,1,2,85.8,2440.25,No,2,3,0.035160331933203566,1,2488.2,High,0
3992-YWPKO,0,0,0,0,6,1,2,1,0,2,2,2,2,2,0,1,1,109.9,669.45,Yes,3,6,0.16416461274180297,0,2637.6000000000004,High,1
9888-ZCUMM,1,0,1,1,64,0,1,0,2,0,2,2,2,2,2,1,0,60.05,3845.45,No,2,5,0.015615857701959458,0,3843.2,Premium,0
8631-NBHFZ,1,1,1,1,66,1,2,0,2,2,2,2,2,0,2,0,1,79.4,5154.6,Yes,2,6,0.01540371706824972,0,5240.400000000001,Premium,1
4102-OQUPX,1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.4,74.4,Yes,0,1,1.0,1,1785.6000000000001,Medium,1
8982-NHAVY,1,0,0,0,27,1,2,1,0,0,2,0,2,2,1,1,0,100.5,2673.45,No,2,4,0.03759187566627392,1,2713.5,High,0
0520-FDVVT,1,0,0,0,35,1,0,1,0,2,2,0,2,2,1,1,0,102.35,3626.1,Yes,2,5,0.02822591765257439,1,3582.25,High,1
6427-FEFIG,0,0,1,1,24,1,2,0,2,0,2,0,2,2,2,0,1,78.6,1846.65,No,2,5,0.0425635610429697,1,1886.3999999999999,Medium,0
4671-LXRDQ,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,45.0,96.45,Yes,0,1,0.4665629860031104,1,1080.0,Low,1
8099-MZPUJ,1,0,1,1,48,1,2,1,2,2,2,2,2,2,2,0,1,111.8,5443.65,No,2,7,0.020537690703847603,0,5366.4,Premium,0
0730-BGQGF,1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,1,90.3,6287.3,No,2,7,0.014362285877880807,0,6411.3,Premium,0
9938-PRCVK,0,0,1,1,41,1,0,2,1,1,1,1,1,1,2,0,0,19.7,804.25,No,2,1,0.024494870997824058,0,807.6999999999999,Low,0
7479-NITWS,1,0,0,0,7,1,2,1,0,0,2,0,2,0,0,1,1,89.35,631.85,Yes,3,3,0.14141014481285114,1,2144.3999999999996,High,1
2592-HODOV,1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,1,19.3,259.65,No,1,1,0.0743308299634123,0,463.20000000000005,Low,0
9793-WECQC,1,0,0,0,23,1,0,1,0,2,0,0,2,2,0,0,3,95.3,2192.9,No,1,4,0.04345843403711979,1,2287.2,High,0
8630-FJLIB,0,0,0,0,18,1,0,1,0,0,0,0,0,0,0,1,2,69.8,1221.65,No,1,1,0.05713584087095321,1,1675.1999999999998,Medium,0
6765-MBQNU,0,0,1,0,26,1,2,2,1,1,1,1,1,1,1,0,3,26.0,684.05,No,2,1,0.038008917476792636,0,676.0,Low,0
5914-XRFQB,1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,115.8,8424.9,No,2,7,0.013744970266709398,0,8337.6,Premium,0
9850-OWRHQ,0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,74.1,228.0,Yes,0,1,0.32499999999999996,1,1778.3999999999999,Medium,1
3709-OIJEA,1,0,0,0,26,1,0,1,0,2,2,2,0,0,1,1,2,85.2,2184.6,No,2,4,0.03900027464982148,0,2215.2000000000003,High,0
2207-OBZNX,1,0,0,0,7,1,0,0,2,0,0,0,0,0,0,1,3,51.0,354.05,Yes,3,2,0.1440474509250106,1,1224.0,Medium,1
3269-ATYWD,1,1,0,0,39,1,2,1,0,0,0,0,2,2,0,1,0,95.65,3759.05,Yes,2,3,0.025445258775488488,1,3730.3500000000004,High,1
2716-GFZOR,1,0,1,0,43,1,0,1,2,2,2,0,0,0,0,1,1,86.1,3551.65,No,2,4,0.02424225360043923,1,3702.2999999999997,High,0
5902-WBLSE,0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,1,1,20.15,1411.2,No,2,1,0.014278628117913831,0,1410.5,Medium,0
2181-UAESM,1,0,0,0,2,1,0,0,2,0,2,0,0,0,0,0,2,53.45,119.5,No,0,3,0.4472803347280335,1,1282.8000000000002,Medium,0
2400-FEQME,1,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,3,20.5,1177.95,No,2,1,0.01740311558215544,0,1127.5,Low,0
7945-PRBVF,1,0,0,0,35,1,0,2,1,1,1,1,1,1,2,0,0,21.45,705.45,No,2,1,0.030406123750797362,0,750.75,Low,0
4786-UKSNZ,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,20.2,Yes,0,1,1.0,0,484.79999999999995,Low,1
5214-CHIWJ,1,0,0,0,27,1,0,2,1,1,1,1,1,1,1,0,3,20.3,595.05,No,2,1,0.034114780270565505,0,548.1,Low,0
4458-KVRBJ,1,0,0,0,59,1,2,2,1,1,1,1,1,1,2,0,3,25.0,1510.5,No,2,1,0.0165508109897385,0,1475.0,Medium,0
7901-IIDQV,1,0,0,0,24,1,2,0,0,0,0,2,0,0,1,0,0,54.6,1242.25,No,2,2,0.04395250553431274,0,1310.4,Medium,0
1981-INRFU,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,79.75,164.5,Yes,0,2,0.4848024316109423,1,1914.0,Medium,1
7073-QETQY,1,0,1,1,66,1,0,2,1,1,1,1,1,1,1,1,2,20.35,1359.5,No,2,1,0.014968738506803973,0,1343.1000000000001,Medium,0
4369-NYSCF,1,0,0,0,56,1,0,0,0,2,0,2,2,2,1,1,0,75.75,4284.65,No,2,5,0.01767939038194485,0,4242.0,Premium,0
6688-UZPWD,0,0,1,0,11,1,2,1,0,2,0,0,2,2,0,1,2,102.0,1145.35,Yes,3,4,0.08905574715152574,1,2448.0,High,1
9619-GSATL,0,0,0,0,43,1,0,0,0,2,0,2,0,0,1,0,2,55.45,2444.25,No,2,3,0.02268589546895776,0,2384.35,High,0
5447-WZAFP,0,0,0,0,53,1,0,1,0,2,2,0,2,2,1,1,3,100.3,5200.8,No,2,5,0.019285494539301645,1,5315.9,Premium,0
9388-ZEYVT,1,0,0,0,43,0,1,0,0,0,2,2,0,2,1,0,2,44.15,1931.3,No,2,3,0.022860249572826594,0,1898.45,Medium,0
2229-DPMBI,0,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,3,19.5,162.15,No,3,1,0.12025901942645698,0,468.0,Low,0
8197-BFWVU,0,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,0,93.25,6688.95,No,2,7,0.013940902533282503,0,6714.0,Premium,0
2821-WARNZ,0,0,0,1,49,1,0,2,1,1,1,1,1,1,1,0,1,19.45,921.3,No,2,1,0.021111472918701836,0,953.05,Low,0
8905-IAZPF,0,0,1,0,69,1,0,1,0,2,0,0,2,2,1,1,1,95.65,6744.2,No,2,4,0.014182556863675456,1,6599.85,Premium,0
3363-EWLGO,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,19.95,109.6,No,0,1,0.18202554744525548,0,478.79999999999995,Low,0
7268-WNTCP,1,0,1,1,62,1,0,2,1,1,1,1,1,1,2,0,0,20.45,1297.35,No,2,1,0.015762901298801403,0,1267.8999999999999,Medium,0
5502-RLUYV,0,0,1,1,69,1,2,1,0,2,2,0,2,2,0,1,2,103.95,7446.9,Yes,2,5,0.013958828505821216,1,7172.55,Premium,1
7860-UXCRM,1,0,1,1,63,1,0,0,2,2,2,2,2,0,2,0,1,74.5,4674.55,No,2,6,0.015937362954722915,0,4693.5,Premium,0
7825-GKXMW,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.8,45.8,Yes,0,1,1.0,1,1099.1999999999998,Low,1
5343-SGUBI,0,0,0,0,52,1,2,1,0,2,0,0,0,0,1,1,3,80.2,4297.6,No,2,2,0.018661578555472822,1,4170.400000000001,Premium,0
8316-BBQAY,0,0,0,0,65,0,1,0,2,0,2,2,2,2,2,0,1,59.95,3921.1,No,2,5,0.015289077044706844,0,3896.75,Premium,0
1928-BXYIV,1,0,0,0,1,1,2,0,2,2,0,0,0,0,0,0,2,61.15,61.15,No,0,3,1.0,1,1467.6,Medium,0
2141-RRYGO,0,0,0,0,4,1,0,0,0,2,0,0,2,2,0,1,0,68.65,261.25,Yes,0,4,0.2627751196172249,1,1647.6000000000001,Medium,1
4390-KYULV,1,0,1,0,3,1,0,2,1,1,1,1,1,1,0,1,1,20.55,51.15,Yes,0,1,0.4017595307917889,0,493.20000000000005,Low,1
8012-SOUDQ,0,1,0,0,43,1,2,1,0,2,0,0,2,0,0,1,2,90.25,3838.75,No,2,3,0.023510257245197005,1,3880.75,Premium,0
2100-BDNSN,0,0,1,0,5,1,2,0,0,0,2,2,2,0,0,0,0,67.95,350.3,Yes,0,4,0.193976591493006,0,1630.8000000000002,Medium,1
2645-QTLMB,1,0,0,0,7,1,0,1,0,2,0,0,2,2,0,1,2,94.25,669.0,Yes,3,4,0.14088191330343797,1,2262.0,High,1
8404-VLQFB,0,0,1,1,15,1,2,2,1,1,1,1,1,1,0,1,2,25.25,394.85,No,1,1,0.0639483348106876,0,606.0,Low,0
6980-IMXXE,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,20.2,1412.65,No,2,1,0.014299366438962232,0,1393.8,Medium,0
0880-TKATG,1,0,1,1,4,1,2,1,0,0,2,0,2,2,0,0,2,101.15,385.9,Yes,0,4,0.26211453744493396,1,2427.6000000000004,High,1
6110-OHIHY,1,0,0,0,3,1,0,1,0,0,0,0,2,0,0,0,2,79.25,267.6,Yes,0,2,0.29615097159940207,1,1902.0,Medium,1
9489-DEDVP,0,0,1,1,70,1,2,0,2,2,0,0,2,0,2,1,1,69.2,4872.35,No,2,4,0.014202592178312313,1,4844.0,Premium,0
5842-POCOP,0,0,1,0,5,1,0,1,2,0,2,0,0,2,0,1,3,88.9,454.15,Yes,0,4,0.1957503027634042,1,2133.6000000000004,High,1
0831-JNISG,1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,3,19.8,1396.25,No,2,1,0.014180841539838854,0,1405.8,Medium,0
7028-DVOIQ,1,1,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,99.05,3395.8,Yes,2,4,0.029168384474939628,1,3466.75,High,1
